,name,imageUrl,area,profileUrl,office,tags,isLoggedUser,positionName,id,parentId,size
76,Capucine Rousseau,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Centre for Integrated Risk Assessment (CIRA),Public Health,false,Director General - Centre for Integrated Risk Assessment (CIRA),eb120418-e6c4-443e-81a5-1a97d6feb855,e3a3efee-f388-43d6-9cb2-d974d7032675,1
77,Sabine Antoine du Moreau,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Centre for Integrated Risk Assessment (CIRA) Team 1,Public Health,false,Manager - Centre for Integrated Risk Assessment (CIRA) Team 1,f0449a7f-ab48-461d-852d-b0ed51d97682,eb120418-e6c4-443e-81a5-1a97d6feb855,1
78,Capucine du Gomez,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Centre for Integrated Risk Assessment (CIRA) Team 2,Public Health,false,Manager - Centre for Integrated Risk Assessment (CIRA) Team 2,1fcbbfde-8ddd-429e-a27e-7d5240391ed1,eb120418-e6c4-443e-81a5-1a97d6feb855,1
79,Marine Ledoux de Toussaint,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Centre for Integrated Risk Assessment (CIRA) Team 3,Public Health,false,Manager - Centre for Integrated Risk Assessment (CIRA) Team 3,f0a96dac-3258-4e2b-be72-defb504ec1d8,eb120418-e6c4-443e-81a5-1a97d6feb855,1
80,Adrienne Tessier du Prevost,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Centre for Strategic Data Partnerships & Insights (SDPI) Team 1,Public Health,false,Manager - Centre for Strategic Data Partnerships & Insights (SDPI) Team 1,f88e553c-c968-4f51-bd95-034e8195143a,238cc42b-813b-421f-ac0e-9c32b5b05371,1
81,Jean Fontaine-Descamps,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Centre for Strategic Data Partnerships & Insights (SDPI) Team 2,Public Health,false,Manager - Centre for Strategic Data Partnerships & Insights (SDPI) Team 2,2feaea93-4121-4b56-b258-518d19dfb0fb,238cc42b-813b-421f-ac0e-9c32b5b05371,1
82,Virginie Marie,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Operations Team,Public Health,false,Director - Operations Team,39074d4e-9a6b-4cab-b005-e74f5f27e97c,eb120418-e6c4-443e-81a5-1a97d6feb855,1
83,Nath de Fleury,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Centre for Strategic Data Partnerships & Insights (SDPI) Team 3,Public Health,false,Manager - Centre for Strategic Data Partnerships & Insights (SDPI) Team 3,8eea55a6-80c6-41c7-909c-e8fe764861b5,238cc42b-813b-421f-ac0e-9c32b5b05371,1
84,Constance Gosselin,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Data Coordination & Access Program,Public Health,false,Director - Data Coordination & Access Program,62e8c60e-45fb-4d92-a335-3f0331905ccb,bf5b0617-9245-41c4-a4ef-5eea155f5e61,1
85,Noël Vaillant,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Data Coordination & Access Program Team 1,Public Health,false,Manager - Data Coordination & Access Program Team 1,9c5af705-a2dd-47d5-8b12-76efc07f430a,62e8c60e-45fb-4d92-a335-3f0331905ccb,1
86,Maryse Chevalier,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Data Coordination & Access Program Team 2,Public Health,false,Manager - Data Coordination & Access Program Team 2,523b452b-952a-449d-9e80-dc8bb7cc6f9f,62e8c60e-45fb-4d92-a335-3f0331905ccb,1
87,Cécile Fournier,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Data Coordination & Access Program Team 3,Public Health,false,Manager - Data Coordination & Access Program Team 3,e9812dee-cc5e-46b5-9157-a26ee9ed619f,62e8c60e-45fb-4d92-a335-3f0331905ccb,1
88,Gilbert Moreno,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,"Data Discovery, Acquisition, and Culture",Public Health,false,"Director - Data Discovery, Acquisition, and Culture",feeceb13-1518-4029-8501-e33cd2de3e81,bf5b0617-9245-41c4-a4ef-5eea155f5e61,1
89,René Weiss de Joseph,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,"Data Discovery, Acquisition, and Culture Team 1",Public Health,false,"Manager - Data Discovery, Acquisition, and Culture Team 1",80576ede-30a8-47bb-b8a2-2c4e68d614ba,feeceb13-1518-4029-8501-e33cd2de3e81,1
90,Lucas Barbier-Lebrun,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,"Data Discovery, Acquisition, and Culture Team 2",Public Health,false,"Manager - Data Discovery, Acquisition, and Culture Team 2",0e5d3ccf-8fcd-4cd6-aba8-1caa962112cf,feeceb13-1518-4029-8501-e33cd2de3e81,1
91,Édith-Dorothée Caron,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,"Data Discovery, Acquisition, and Culture Team 3",Public Health,false,"Manager - Data Discovery, Acquisition, and Culture Team 3",21417fc3-1cf8-4651-90b6-b06eda24b56a,feeceb13-1518-4029-8501-e33cd2de3e81,1
92,Danielle Bousquet,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Data Enablement Division,Public Health,false,Director - Data Enablement Division,7475d266-caf0-4b63-b837-02d4956e2321,bf5b0617-9245-41c4-a4ef-5eea155f5e61,1
93,Geneviève Lenoir,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Data Enablement Division Team 1,Public Health,false,Manager - Data Enablement Division Team 1,c95d053e-77a5-4dcd-a206-e5452fd33b7c,7475d266-caf0-4b63-b837-02d4956e2321,1
94,Adélaïde Lecoq,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Data Enablement Division Team 2,Public Health,false,Manager - Data Enablement Division Team 2,c391cf1a-5d08-41b8-a0cb-aeb932e1803a,7475d266-caf0-4b63-b837-02d4956e2321,1
95,Brigitte Perrier,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Data Enablement Division Team 3,Public Health,false,Manager - Data Enablement Division Team 3,6b7adc5b-1616-40dd-96db-4ca144743f33,7475d266-caf0-4b63-b837-02d4956e2321,1
96,François Girard-Tessier,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Data Impact,Public Health,false,Director - Data Impact,42e164e1-010b-411e-aa63-4eaaf6960748,bf5b0617-9245-41c4-a4ef-5eea155f5e61,1
97,Clémence de la Dumont,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Data Impact Team 1,Public Health,false,Manager - Data Impact Team 1,7540f13b-a9a9-4c9e-a05b-5b774b067c3e,42e164e1-010b-411e-aa63-4eaaf6960748,1
98,Lorraine Vidal,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Data Impact Team 2,Public Health,false,Manager - Data Impact Team 2,751bd4b1-450f-44bc-94f8-11f42d6c3b5f,42e164e1-010b-411e-aa63-4eaaf6960748,1
99,Olivie Deschamps,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Data Impact Team 3,Public Health,false,Manager - Data Impact Team 3,788ca238-f10c-42db-827c-c177942b3b10,42e164e1-010b-411e-aa63-4eaaf6960748,1
100,Paul Boulay,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Data Integration,Public Health,false,Director - Data Integration,a1117263-37a0-4911-96be-3e582cf4c164,bf5b0617-9245-41c4-a4ef-5eea155f5e61,1
101,Jérôme Teixeira,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Data Integration Team 1,Public Health,false,Manager - Data Integration Team 1,707a9fe9-3264-4b03-b0c9-a83187cf8496,a1117263-37a0-4911-96be-3e582cf4c164,1
102,Philippine Dupont,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Data Integration Team 2,Public Health,false,Manager - Data Integration Team 2,72875bab-951f-4b55-8ca9-349ed7867eea,a1117263-37a0-4911-96be-3e582cf4c164,1
103,Camille de Bourgeois,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Data Integration Team 3,Public Health,false,Manager - Data Integration Team 3,68a073e0-c488-44b7-b9db-1512662f1884,a1117263-37a0-4911-96be-3e582cf4c164,1
104,Jules-Franck Alves,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Data Science,Public Health,false,Director - Data Science,f2516175-998e-47b1-a218-86fc77e87244,bf5b0617-9245-41c4-a4ef-5eea155f5e61,1
105,Hortense Guibert de la Millet,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Data Science Team 1,Public Health,false,Manager - Data Science Team 1,f504aef2-0a40-462e-b82a-ff426dea4b58,f2516175-998e-47b1-a218-86fc77e87244,1
106,Zacharie Leroux,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Data Science Team 2,Public Health,false,Manager - Data Science Team 2,c8a833e7-110e-4629-a103-c1db71260510,f2516175-998e-47b1-a218-86fc77e87244,1
107,Étienne-Gérard Lemaire,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Data Science Team 3,Public Health,false,Manager - Data Science Team 3,4f0d71ce-01f7-42f2-bbf6-f65353343312,f2516175-998e-47b1-a218-86fc77e87244,1
108,Léon Lefebvre,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,"Data Strategy, Policy, & Governance Division",Public Health,false,"Director - Data Strategy, Policy, & Governance Division",aa363537-71aa-4931-a29c-942d0c00642b,bf5b0617-9245-41c4-a4ef-5eea155f5e61,1
109,Benjamin Henry,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,"Data Strategy, Policy, & Governance Division Team 1",Public Health,false,"Manager - Data Strategy, Policy, & Governance Division Team 1",f262286a-a56c-4c1c-9eb9-082a6b1f0ce2,aa363537-71aa-4931-a29c-942d0c00642b,1
110,Maggie Cousin,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,"Data Strategy, Policy, & Governance Division Team 2",Public Health,false,"Manager - Data Strategy, Policy, & Governance Division Team 2",d250a077-59f4-4939-a832-212ba525ba9e,aa363537-71aa-4931-a29c-942d0c00642b,1
111,Margaud Gautier,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,"Data Strategy, Policy, & Governance Division Team 3",Public Health,false,"Manager - Data Strategy, Policy, & Governance Division Team 3",508c3f0f-42fa-46fa-bd0c-609a68e3a6e5,aa363537-71aa-4931-a29c-942d0c00642b,1
112,Gérard Joly,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,"Governance, Documentation & Continuous Improvement",Public Health,false,"Director - Governance, Documentation & Continuous Improvement",354a4274-9719-4683-a1d9-f45de4685968,eb120418-e6c4-443e-81a5-1a97d6feb855,1
113,Virginie Valentin,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,"Governance, Documentation & Continuous Improvement Team 1",Public Health,false,"Manager - Governance, Documentation & Continuous Improvement Team 1",7c014001-51f5-4b41-9d41-0fa47801f684,354a4274-9719-4683-a1d9-f45de4685968,1
114,Henri Le Nicolas,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,"Governance, Documentation & Continuous Improvement Team 2",Public Health,false,"Manager - Governance, Documentation & Continuous Improvement Team 2",5945d1b1-dfcd-46f1-89e2-02ec181c4a3a,354a4274-9719-4683-a1d9-f45de4685968,1
115,Xavier-Grégoire Schmitt,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,"Governance, Documentation & Continuous Improvement Team 3",Public Health,false,"Manager - Governance, Documentation & Continuous Improvement Team 3",61dbd2fd-8873-46ee-b8ea-4c75c048ee09,354a4274-9719-4683-a1d9-f45de4685968,1
116,Cécile Remy,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Horizontal Surveillance Projects,Public Health,false,Director - Horizontal Surveillance Projects,ec0a10dd-3c88-4853-aac8-402e00e90e72,f0beb9c4-50cf-4daf-8ade-a467f9270b8a,1
117,Vincent Gregoire,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Horizontal Surveillance Projects Team 1,Public Health,false,Manager - Horizontal Surveillance Projects Team 1,02d0d607-4662-451a-bb96-7b1b7404a73f,ec0a10dd-3c88-4853-aac8-402e00e90e72,1
118,Valentine Ruiz,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Horizontal Surveillance Projects Team 2,Public Health,false,Manager - Horizontal Surveillance Projects Team 2,f7326e49-e471-43d9-b01a-6add5d301c20,ec0a10dd-3c88-4853-aac8-402e00e90e72,1
119,Guillaume Meunier,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,Horizontal Surveillance Projects Team 3,Public Health,false,Manager - Horizontal Surveillance Projects Team 3,52810d3b-96ca-4010-b0b2-97b7313883e5,ec0a10dd-3c88-4853-aac8-402e00e90e72,1
120,Isabelle Regnier,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,"Methods, Approaches & Processes",Public Health,false,"Director - Methods, Approaches & Processes",f4eb7dcc-513d-4b08-bb7a-1ac881f4ba71,eb120418-e6c4-443e-81a5-1a97d6feb855,1
121,Nicole-Olivie Paris,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,"Methods, Approaches & Processes Team 1",Public Health,false,"Manager - Methods, Approaches & Processes Team 1",85dca6c8-fac8-4420-8b43-b176e9a382f4,f4eb7dcc-513d-4b08-bb7a-1ac881f4ba71,1
122,Frédérique Perrin,https://raw.githubusercontent.com/bumbeishvili/Assets/master/Projects/D3/Organization%20Chart/general.jpg,Public Health,http://example.com/employee/profile,"Methods, Approaches & Processes Team 2",Public Health,false,"Manager - Methods, Approaches & Processes Team 2",a196e0ca-3e06-4b6a-ba6a-3cb6c0d99ee6,f4eb7dcc-513d-4b08-bb7a-1ac881f4ba71,1
